"구분","등록번호","청구기호","서명","저작자","발행자","발행년","가격","자료실명"
"151","EM0000380140","340.99-쇼838ㅁ-2","마오쩌둥. 1-2","필립 쇼트 지음  ; 양현수 옮김","교양인","2019","29000","종합자료실"
"152","EM0000380141","325.5-신51ㅁ","마케팅 차별화의 법칙  : 마케터가 꼭 알아야 할 5가지 차별화 방법","신상훈, 강혁진, 김대선, 서정우 지음","천그루숲","2019","15000","종합자료실"
"153","EM0000380142","591.9-곽72ㅁ","마흔부터 시작하는 월300만원 노후자금 만들기  : 돈 걱정 없는 인생 2막의 연금 자산관리","곽재혁 지음","길위의책","2019","14500","종합자료실"
"154","EM0000380143","325.5-마73ㅁ","문방구 아저씨 : 좌충우돌 자영업 생존기","마정건 지음","청년정신","2019","13000","종합자료실"
"155","EM0000380144","331.51-김93ㅁ","문화콘텐츠 DNA 스토리텔링","김헌식, 이동배 지음","북코리아","2019","20000","종합자료실"
"156","EM0000380145","360.04-민14ㅆ","(민 변호사의) 쓴 소리 바른 소리  : 왜, 나는 분노하고 기록하는가  : 민경한 변호사의 두 번째 칼럼 모음집","민경한 지음","BG북갤러리","2019","15000","종합자료실"
"157","EM0000380146","325.2-이68ㅁ","밀레니얼과 함께 일하는 법  : 세대차이를 성장에너지로 바꾸다","이은형 지음","앳워크","2019","14000","종합자료실"
"158","EM0000380147","332.6-베48ㅂ","베블런의 과시적 소비","소스타인 베블런 지음  ; 소슬기 옮김","유엑스리뷰","2019","15000","종합자료실"
"159","EM0000380148","325-노69ㅂ","베트남 외식시장 개척기","노일식 지음","타오름","2019","15000","종합자료실"
"160","EM0000380149","325.211-샤238ㅂ","변화의 시작 5AM 클럽  : 내 안의 무한한 잠재력을 깨우는 아침","로빈 샤르마 지음  ; 김미정 옮김","한국경제신문","2019","16000","종합자료실"
"161","EM0000380150","321.5-양62ㅂ","보통 사람들의 전쟁  : 기계와의 일자리 전쟁에 직면한 우리의 선택","앤드루 양 지음  ; 장용원 옮김","흐름","2019","16000","종합자료실"
"162","EM0000380151","327.87-전11ㅂ","부동산 공화국 경제사","전강수 지음","여문책","2019","17800","종합자료실"
"163","EM0000380152","349.24-캘239ㅂ","브렉시트, 무엇이고 왜 세계적 쟁점인가","알렉스 캘리니코스 [외]지음 , 김영익 , 김준효 [공]엮음","책갈피","2019","6500","종합자료실"
"164","EM0000380153","325.211-아813ㅂ","빅 포텐셜  : 잠재력의 한계를 깨는 최강의 관계 수업","숀 아처 지음  ; 박세연 옮김","청림","2019","15000","종합자료실"
"165","EM0000380154","325.1-유811ㅅ","사랑받는 기업들의 비밀  : the best CSV leaders","유창조 지음","Weekly Biz Books","2019","15000","종합자료실"
"166","EM0000380155","325.1-이72ㅅ","삼성전자의 빅픽처","이재운 지음","미지biz(미지비즈)","2019","9000","종합자료실"
"167","EM0000380156","325.512-문55ㅅ","(훌륭한 인품을 위한 첫걸음) 서비스파워  = Service power","문소윤 저","백산","2019","18000","종합자료실"
"168","EM0000380157","340.99-세51","세상을 바꾼 여성정치인들. 1","한국여성의정 엮음  ; 김수자, 김윤양, 김은경, 김주영, 박나경, 신영숙, 정선모, 정운현, 정현주 집필","여성의정","2019","25000","종합자료실"
"169","EM0000380158","340.99-세51","세상을 바꾼 여성정치인들. 2","한국여성의정 엮음  ; 김수자, 김윤양, 김은경, 김주영, 박나경, 신영숙, 정선모, 정운현, 정현주 집필","여성의정","2019","25000","종합자료실"
"170","EM0000380159","349.42-자69ㅅ","셰일 혁명과 미국 없는 세계  : 세계 질서의 붕괴와 다가올 3개의 전쟁","피터 자이한 지음  ; 홍지수 옮김","김앤김북스","2019","19000","종합자료실"
"171","EM0000380160","340.942-송18ㅅ-1","송근존의 미국대통령 이야기. 1","송근존 지음","글통","2019","15000","종합자료실"
"172","EM0000380161","350.1-이66ㅈ","(쉽게 쓴) 정책학  : pulic policy","이용모, 주운현, 홍성우, 정원희, 서인석 지음","윤성사","2019","22000","종합자료실"
"173","EM0000380162","911.0745-송14ㅂ","(스물두 살) 박기순  : 1978년 광주와 들불야학","송경자 지음  ; 들불열사기념사업회 엮음","심미안","2018","15000","종합자료실"
"174","EM0000380163","327.87-김71ㅇ","앞으로 10년, 대한민국 부동산  : 2019-2029","김장섭 지음","트러스트북스","2019","16000","종합자료실"
"175","EM0000380164","331.47-정68ㅇ","야간경제, 도시의 밤을 깨우다","정은주 저","전남대학교","2018","20000","종합자료실"
"176","EM0000380165","325.5-쇼838ㅁ","(어떻게 팔지 답답할 때 읽는) 마케팅 책  : 현장에서 바로 써먹을 수 있는 마케팅의 기술 25","리처드 쇼튼 지음  ; 이진원 옮김","비즈니스북스","2019","15000","종합자료실"
"177","EM0000380166","337.2-구77ㅇ","여성의 권리 선언  : 페미니즘을 위한 역사적 명언들","올랭프 드 구주 지음  ; 소슬기 옮김","동글디자인","2019","13000","종합자료실"
"178","EM0000380167","322.01-지18ㅇ","왜 세계의 가난은 사라지지 않는가  : 유엔인권자문위원이 손녀에게 들려주는 자본주의 이야기","장 지글러 지음  ; 양영란 옮김","시공사","2019","13000","종합자료실"
"179","EM0000380168","813.8-유43ㅇ","이매진 빌리지에서 생긴 일  : 생각하는 시민을 위한 정치우화","유범상 글  ; 강미숙 그림","지식의날개 ;","2019","14000","종합자료실"
"180","EM0000380169","324.2-이831","이탈리아와 독일 협동조합 100년 성공의 비결","장종익, 오창호, 김종겸, 김현주, 김효섭, 박정수, 손재현, 송직근, 오경아, 오연주, 이철진, 최계진, 최용완 지음","동하","2019","19000","종합자료실"
"181","EM0000380170","331.5412-김55ㅇ","인공지능 AI 공존 패러다임  : 인공지능 시대 서바이벌 리포트","김송호 지음","물병자리","2019","15000","종합자료실"
"182","EM0000380171","322.81-신34ㅇ","인사이드 다보스  = Inside Davos","신명철 지음","고려대학교","2019","12000","종합자료실"
"183","EM0000380172","802-김39ㅇ","일단 오늘 한 줄 써봅시다  : 평범한 일상을 바꾸는 아주 쉽고 단순한 하루 3분 습관","김민태 지음","비즈니스북스","2019","14000","종합자료실"
"184","EM0000380173","342.13-엄67ㄱ","(있지도 않은 자유를 있다고 느끼게 하는) 거짓자유  = The false freedom that does not exist, but leads you to an illusion that freedom does  : 시민을 위한 정치 입문서","엄윤진 지음","갈무리","2019","17000","종합자료실"
"185","EM0000380174","332.4-리75ㅈ","자이니치  : 디아스포라 민족주의와 탈식민 정체성","존 리 지음  ; 김혜진 옮김","소명","2019","17000","종합자료실"
"186","EM0000380175","377.37-최65ㅈ","정답 없는 입시 균형이 답이다  : 초등부터 시작하는 바른 입시 설명서","최옥찬, 최영득 지음","맑은나루","2019","13800","종합자료실"
"187","EM0000380176","337.2-리848ㅈ","제가 투명인간인가요  : 남자들은 모르는 직장 내 성차별의 비밀","조앤 리프먼 지음  ; 구계원 옮김","문학동네","2019","15800","종합자료실"
"188","EM0000380177","559.4104-양58ㅈ","중공업 가족의 유토피아  : 산업도시 거제, 빛과 그림자","양승훈 지음","오월의봄","2019","16900","종합자료실"
"189","EM0000380178","중320.912-황67ㅈ","중국과 세계가 함께 승리하는 미래 만들기","황웨이핑 지음  ; 김승일, 서세영 옮김","경지","2019","25800","중국문화정보실"
"190","EM0000380179","325.211-야31ㅈ","중년 충격  : 퇴사조차 할 수 없는 中年 직장인의 생존 전략서","야마모토 나오토 지음  ; 이용택 옮김","디자인하우스","2019","15000","종합자료실"
"191","EM0000380180","334-홀838ㅈ","지구적 불평등  : 불평등의 근원과 범위에 관한 고찰","로버트 J. 홀튼 지음  ; 나익주 옮김","한울아카데미","2019","36000","종합자료실"
"192","EM0000380181","327.87-지53ㅈ","지성의 돈되는 부동산 1인법인","지성 지음","잇콘","2019","19000","종합자료실"
"193","EM0000380182","368.11-이77ㅈ","직장에서의 괴롭힘  : 법적 쟁점과 과제","이준희 지음","신조사","2019","24000","종합자료실"
"194","EM0000380183","331.234-김811ㅊ","청년현재사  : 당신이 말하는 청년은 '우리'가 아니다","김창인, 전병찬, 안태언 지음  ; 청년담론 기획","시대의창","2019","14800","종합자료실"
"195","EM0000380184","340-유64ㅊ","청소년을 위한 민주주의 여행","유영근 지음","웅진씽크빅","2019","12000","종합실(청소년)"
"196","EM0000380185","598.124-이68ㅊ","초등 6년이 아이의 인생을 결정한다  : 완벽한 초등생활을 위한 특급 비법 88  : 대한민국 초등맘 고민에 현직교사 40명이 답하다","이은경, 도준형, 황희진 외 지음","가나","2019","18500","종합자료실"
"197","EM0000380186","340.13-촛47","촛불집회와 다중운동","장우영, 도묘연, 변창구, 송경재, 이현출, 임혁백, 김범수, 조희정, 차재권 지음","한국학술정보","2019","15000","종합자료실"
"198","EM0000380187","325.24-김18ㅊ","최고의 성과를 올리는 협력의 리더십  : 조직을 성공으로 이끄는 리더의 스킬","김근종 지음","중앙경제평론사","2019","15000","종합자료실"
"199","EM0000380188","325.512-엔821ㅊ=2","침착하지만 단호하게 진상을 대처하는 기술  : 세상 모든 감정노동자를 위한 고객 불만 응급 매뉴얼","엔카와 사토루 지음  ; 이주 옮김","팬덤북스","2019","13500","종합자료실"
"200","EM0000380189","327.2-이98ㅌ","토큰 이코노미  = Token economy  : 스팀잇 모델로 이해하는 새로운 디지털 패러다임","이희우 지음","e비즈북스","2019","15000","종합자료실"
"201","EM0000380190","327.87-최64ㅌ","통장에 월세가 꼬박꼬박 쌓이는 수익형 부동산","최영식 지음","다온북스","2019","15000","종합자료실"
"202","EM0000380191","321.5-원94ㅌ","특수고용과 젠더  : 학습지 교사는 왜 근로자가 아닌가","원혜정 지음","푸른사상사","2019","19000","종합자료실"
"203","EM0000380192","340.2-트235ㅍ","파시즘, 스탈린주의, 공동전선","레온 트로츠키 지음  ; 이수현 옮김","책갈피","2019","18000","종합자료실"
"204","EM0000380193","330.911-김64ㅎ","한국의 사회 문제  = Korean social problems  : 생애주기와 분야별 사례","김영재, 신미애 지음","윤성사","2019","14000","종합자료실"
"205","EM0000380194","349.1-우57ㅎ","한중일 힘의 대전환  : 한반도가 주도하는 새로운 시장을 위한 중국과 일본 사용법","우수근 지음","위즈덤하우스 미디어그룹","2019","17000","종합자료실"
"206","EM0000380195","327.856-박44ㅈ","(현명한 당신의) 주식투자 교과서","박병창 지음","북오션콘텐츠그룹","2019","18000","종합자료실"
"207","EM0000380196","325.2-스849ㅎ","협업의 시대  : 개인의 역량을 극대화하는 힘","테아 싱어 스피처 지음  ; 이지민 옮김","보랏빛 소","2019","16000","종합자료실"
"208","EM0000380197","337.1-최68ㅎ","화장품 광고와 아름다움의 문화사","최은섭, 안준희 지음","커뮤니케이션북스","2019","24000","종합자료실"
"209","EM0000380198","004.015-우77ㅅ","수학의 아름다움","우쥔 지음 ; 한수희 옮김","세종서적","2019","18000","종합자료실"
"210","EM0000380199","430-김44ㅅ","슬기로운 화학생활  : Science village  : 들여다보면 어디에나 원자가! 화학으로 이루어진 세상 이야기","김병민 글·그림","동아시아","2019","22000","종합자료실"
"211","EM0000380200","480.69411-테93ㄱ","가볼만한 수목원·식물원","테헤란씨씨 [편]","테헤란씨씨","[2018]","22000","종합자료실"
"212","EM0000380201","491.543-바238ㄱ","겨울잠을 자는 동물의 세계","리자 바르네케 지음  ; 이미옥 옮김","에코리브르","2019","17000","종합자료실"
"213","EM0000380202","400-디823ㄱ","과학 원리  = How science works","DK 『과학 원리』 편집 위원회 지음  ; 김홍표 옮김","사이언스북스","2018","33000","종합자료실"
"214","EM0000380203","219.21-이16ㄱ","(나미 부부의) 그리스신화 속 꽃 스토리텔링  : 그리스신화에 나오는 재미있는 식물 이야기","이광만, 소경자 지음","나무와 문화 연구소","2018","17000","종합자료실"
"215","EM0000380204","986.91-가827ㄱ","극야행  : 불안과 두려움의 끝까지","가쿠하타 유스케 지음  ; 박승희 옮김","마티","2019","15500","종합자료실"
"216","EM0000380205","475.15-정221ㄴ","나는 곰팡이다 : 곰 박사의 유쾌한 곰팡이 탐구","정다운 지음","너머학교","2019","16000","종합실(청소년)"
"217","EM0000380206","485.16-민73ㄴ-1","나무 입문  : 꽃 피는 순서로 만나는 남이섬 나무. 1","민점호 지음","나미북스","2019","35000","종합자료실"
"218","EM0000380207","594.12-최211ㄴ","내 몸의 만능일꾼, 글루탐산  = Glutamic acid  : MSG를 훌쩍 뛰어넘는 아미노산, 단백질, 생명현상 이야기","최낙언 지음","뿌리와이파리","2019","15000","종합자료실"
"219","EM0000380208","400-김73ㄴ-4","노벨상을 꿈꿔라  : 2018 노벨 과학상 수상자와 연구 업적 파헤치기. 4","김정, 이정아, 이윤선 글","동아엠앤비","2019","12000","종합자료실"
"220","EM0000380209","331.5412-재53ㄴ","누가 자연을 설계하는가  : 경험해보지 못한 과학의 도전에 대응하는 시민 인식론","실라 재서노프 지음  ; 박상준, 장희진, 김희원, 오요한 옮김","동아시아","2019","30000","종합자료실"
"221","EM0000380210","476-스99ㄷ","도시에 살기 위해 진화 중입니다  : 도시 생활자가 된 동식물의 진화 이야기","메노 스힐트하위전 지음  ; 제효영 옮김","현암사","2019","17000","종합자료실"
"222","EM0000380211","491.51-작53ㄷ","동물 안의 인간  : 동물도 생각하고 사랑하고 미워한다!","노르베르트 작서 지음  ; 장윤경 옮김","문학사상","2019","15000","종합자료실"
"223","EM0000380212","532.2-한17ㄸ","땅과 문명의 어울림, 지반공학  = Harmony of land and civilization, geotechnical engineering","한국지반공학회『땅과 문명의 어울림, 지반공학』출판위원회 지음","한국지반공학회","2019","22000","종합자료실"
